plot_category,Tumour,GeneID,Symbol,informative_allele,expression
host,2169Tb,ENSCAFG00000011120,DDX59,B,7.62362111275544
ctvt,2169Tb,ENSCAFG00000011120,DDX59,B,35.5263631589673
ctvt,2169Tb,ENSCAFG00000011120,DDX59,A,20.8350099729282
ctvt,2169Tb,ENSCAFG00000011140,KIF14,B,54.4915645445815
host,2169Tb,ENSCAFG00000011140,KIF14,B,0
ht_only,2169Tb,ENSCAFG00000011151,ZNF281,B,42.7384819957502
ctvt,2169Tb,ENSCAFG00000011151,ZNF281,B,100.435432690013
ctvt,2169Tb,ENSCAFG00000011176,NR5A2,B,0
ctvt,2169Tb,ENSCAFG00000042607,ENSCAFG00000042607,A,0
ht_only,2169Tb,ENSCAFG00000011176,NR5A2,B,0
host,2169Tb,ENSCAFG00000011176,NR5A2,A,2.54120703758515
host,2169Tb,ENSCAFG00000011176,NR5A2,B,0
host,2169Tb,ENSCAFG00000011339,LHX9,B,0
ctvt,2169Tb,ENSCAFG00000011339,LHX9,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000011339,LHX9,B,0.534231024946877
host,2169Tb,ENSCAFG00000011339,LHX9,A,0
ht_only,2169Tb,ENSCAFG00000011339,LHX9,B,1.06846204989375
ctvt,2169Tb,ENSCAFG00000032715,C7H1orf53,B,16.0269307484063
host,2169Tb,ENSCAFG00000032715,C7H1orf53,B,7.62362111275544
ht_and_ctvt,2169Tb,ENSCAFG00000032715,C7H1orf53,B,3.20538614968126
host,2169Tb,ENSCAFG00000011342,ENSCAFG00000011342,B,0
host,2169Tb,ENSCAFG00000011353,DENND1B,A,0
ctvt,2169Tb,ENSCAFG00000011353,DENND1B,A,0
ctvt,2169Tb,ENSCAFG00000011353,DENND1B,B,222.952414411163
ht_only,2169Tb,ENSCAFG00000011353,DENND1B,B,205.144713579601
ctvt,2169Tb,ENSCAFG00000011365,CRB1,B,0.200336634355079
ctvt,2169Tb,ENSCAFG00000011365,CRB1,A,0
ht_only,2169Tb,ENSCAFG00000011381,ZBTB41,B,98.2985085902254
ctvt,2169Tb,ENSCAFG00000011403,ASPM,B,53.4695573664223
ht_only,2169Tb,ENSCAFG00000011403,ASPM,B,90.2850432160223
ctvt,2169Tb,ENSCAFG00000011403,ASPM,A,71.2308033262503
ht_and_ctvt,2169Tb,ENSCAFG00000011403,ASPM,A,59.8338747940503
host,2169Tb,ENSCAFG00000011403,ASPM,B,5.08241407517029
ht_only,2169Tb,ENSCAFG00000011416,F13B,B,0
ctvt,2169Tb,ENSCAFG00000011416,F13B,B,0
ctvt,2169Tb,ENSCAFG00000029661,CFHR5,B,0
ht_only,2169Tb,ENSCAFG00000029661,CFHR5,B,0
ctvt,2169Tb,ENSCAFG00000011429,DYRK3,B,32.1725795023564
host,2169Tb,ENSCAFG00000011429,DYRK3,B,1.27060351879257
ctvt,2169Tb,ENSCAFG00000011429,DYRK3,A,20.4076251529707
ctvt,2169Tb,ENSCAFG00000011443,IL10,B,8.01346537420316
ctvt,2169Tb,ENSCAFG00000011443,IL10,A,1.60269307484063
host,2169Tb,ENSCAFG00000014787,ENSCAFG00000014787,B,0.508241407517029
ctvt,2169Tb,ENSCAFG00000014787,ENSCAFG00000014787,B,0
ctvt,2169Tb,ENSCAFG00000014787,ENSCAFG00000014787,A,0
ctvt,2169Tb,ENSCAFG00000011450,IL19,B,0
ht_only,2169Tb,ENSCAFG00000011450,IL19,A,0
host,2169Tb,ENSCAFG00000011459,IL20,B,1.27060351879257
ctvt,2169Tb,ENSCAFG00000011459,IL20,B,0
ht_only,2169Tb,ENSCAFG00000011459,IL20,A,0
ht_and_ctvt,2169Tb,ENSCAFG00000011466,IL24,A,0
host,2169Tb,ENSCAFG00000011466,IL24,B,0.635301759396287
ctvt,2169Tb,ENSCAFG00000011466,IL24,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000011474,FCMR,A,0.712308033262503
host,2169Tb,ENSCAFG00000011474,FCMR,B,111.17780789435
ctvt,2169Tb,ENSCAFG00000011474,FCMR,A,1.06846204989375
ctvt,2169Tb,ENSCAFG00000011474,FCMR,B,1.06846204989375
ctvt,2169Tb,ENSCAFG00000011496,PIGR,B,0
host,2169Tb,ENSCAFG00000011496,PIGR,B,0
host,2169Tb,ENSCAFG00000011518,FCAMR,B,0
ctvt,2169Tb,ENSCAFG00000011518,FCAMR,B,0
ctvt,2169Tb,ENSCAFG00000011518,FCAMR,A,0
ctvt,2169Tb,ENSCAFG00000011523,C7H1orf116,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000011523,C7H1orf116,B,0
ht_only,2169Tb,ENSCAFG00000011523,C7H1orf116,B,0
ctvt,2169Tb,ENSCAFG00000011523,C7H1orf116,A,0
ctvt,2169Tb,ENSCAFG00000011526,YOD1,B,47.0123301953252
ht_and_ctvt,2169Tb,ENSCAFG00000011550,PFKFB2,A,49.505408311744
host,2169Tb,ENSCAFG00000011550,PFKFB2,B,33.6709932480032
ctvt,2169Tb,ENSCAFG00000025093,C4BPB,B,0
ht_only,2169Tb,ENSCAFG00000025093,C4BPB,B,0
ctvt,2169Tb,ENSCAFG00000024748,CD55,B,0
ht_only,2169Tb,ENSCAFG00000024748,CD55,B,2.13692409978751
ht_and_ctvt,2169Tb,ENSCAFG00000024748,CD55,B,0
host,2169Tb,ENSCAFG00000024748,CD55,A,3.81181055637772
ht_and_ctvt,2169Tb,ENSCAFG00000045372,ENSCAFG00000045372,A,0
host,2169Tb,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000045372,ENSCAFG00000045372,B,0
host,2169Tb,ENSCAFG00000045372,ENSCAFG00000045372,A,0
ht_only,2169Tb,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ctvt,2169Tb,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_only,2169Tb,ENSCAFG00000046356,ENSCAFG00000046356,B,0
ctvt,2169Tb,ENSCAFG00000046356,ENSCAFG00000046356,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000046356,ENSCAFG00000046356,A,0
host,2169Tb,ENSCAFG00000046356,ENSCAFG00000046356,B,13.9766387067183
ctvt,2169Tb,ENSCAFG00000011630,ENSCAFG00000011630,B,1.80816654597405
ht_and_ctvt,2169Tb,ENSCAFG00000011630,ENSCAFG00000011630,B,4.42648563527413
host,2169Tb,ENSCAFG00000011630,ENSCAFG00000011630,A,1.27060351879257
ht_only,2169Tb,ENSCAFG00000011630,ENSCAFG00000011630,B,6.94500332430941
ctvt,2169Tb,ENSCAFG00000014256,ENSCAFG00000014256,B,0.534231024946877
ctvt,2169Tb,ENSCAFG00000025063,ENSCAFG00000025063,B,331.223235467064
ctvt,2169Tb,ENSCAFG00000011722,CD34,B,0.267115512473439
host,2169Tb,ENSCAFG00000011756,PLXNA2,A,7.62362111275544
ctvt,2169Tb,ENSCAFG00000011756,PLXNA2,B,0
ht_only,2169Tb,ENSCAFG00000011756,PLXNA2,B,0
host,2169Tb,ENSCAFG00000011756,PLXNA2,B,0
ctvt,2169Tb,ENSCAFG00000011909,CAMK1G,B,0.267115512473439
host,2169Tb,ENSCAFG00000011909,CAMK1G,B,0
ctvt,2169Tb,ENSCAFG00000011913,LAMB3,B,0.38853165450682
ht_and_ctvt,2169Tb,ENSCAFG00000011913,LAMB3,A,0
host,2169Tb,ENSCAFG00000011913,LAMB3,B,1.27060351879257
ctvt,2169Tb,ENSCAFG00000011913,LAMB3,A,1.06846204989375
ctvt,2169Tb,ENSCAFG00000030095,G0S2,B,0.534231024946877
host,2169Tb,ENSCAFG00000011925,HSD11B1,B,0
ctvt,2169Tb,ENSCAFG00000011943,TRAF3IP3,B,0
host,2169Tb,ENSCAFG00000011943,TRAF3IP3,B,20.3296563006812
ctvt,2169Tb,ENSCAFG00000030526,C7H1orf74,B,80.1346537420316
ht_only,2169Tb,ENSCAFG00000030526,C7H1orf74,A,74.7923434925628
ctvt,2169Tb,ENSCAFG00000011971,IRF6,B,6.94500332430941
host,2169Tb,ENSCAFG00000011971,IRF6,B,0
host,2169Tb,ENSCAFG00000011971,IRF6,A,0
ht_only,2169Tb,ENSCAFG00000011971,IRF6,B,1.06846204989375
host,2169Tb,ENSCAFG00000011997,UTP25,B,3.81181055637772
ctvt,2169Tb,ENSCAFG00000011997,UTP25,B,97.9423545735942
ht_only,2169Tb,ENSCAFG00000011997,UTP25,B,122.338904712835
host,2169Tb,ENSCAFG00000011997,UTP25,A,25.4120703758515
ctvt,2169Tb,ENSCAFG00000012004,ENSCAFG00000012004,B,0
host,2169Tb,ENSCAFG00000012004,ENSCAFG00000012004,A,0
ht_and_ctvt,2169Tb,ENSCAFG00000012024,SYT14,B,9.52711994488598
host,2169Tb,ENSCAFG00000012024,SYT14,A,0
ctvt,2169Tb,ENSCAFG00000012024,SYT14,B,4.8080792245219
ht_only,2169Tb,ENSCAFG00000012024,SYT14,B,0
host,2169Tb,ENSCAFG00000012024,SYT14,B,0
ctvt,2169Tb,ENSCAFG00000031193,SERTAD4,B,3.20538614968126
host,2169Tb,ENSCAFG00000012038,HHAT,A,5.08241407517029
ctvt,2169Tb,ENSCAFG00000012038,HHAT,B,5.20875249323205
ht_only,2169Tb,ENSCAFG00000012038,HHAT,A,1.06846204989375
ctvt,2169Tb,ENSCAFG00000012077,KCNH1,B,2.13692409978751
ht_only,2169Tb,ENSCAFG00000012077,KCNH1,B,9.08192742409691
ctvt,2169Tb,ENSCAFG00000012077,KCNH1,A,46.4780991703783
host,2169Tb,ENSCAFG00000012077,KCNH1,B,7.62362111275544
ctvt,2169Tb,ENSCAFG00000012107,RCOR3,B,48.080792245219
ht_only,2169Tb,ENSCAFG00000012120,TRAF5,B,2.67115512473439
ctvt,2169Tb,ENSCAFG00000012120,TRAF5,B,1.06846204989375
ctvt,2169Tb,ENSCAFG00000028996,ENSCAFG00000028996,B,0
ctvt,2169Tb,ENSCAFG00000043821,ENSCAFG00000043821,B,1.06846204989375
ctvt,2169Tb,ENSCAFG00000012155,LPGAT1,B,20.3007789479813
ctvt,2169Tb,ENSCAFG00000012155,LPGAT1,A,23.5061650976626
ht_only,2169Tb,ENSCAFG00000012155,LPGAT1,B,0
host,2169Tb,ENSCAFG00000012176,INTS7,B,0
ctvt,2169Tb,ENSCAFG00000012176,INTS7,B,68.3815711932003
ctvt,2169Tb,ENSCAFG00000012260,DTL,B,61.9707988938378
ht_only,2169Tb,ENSCAFG00000012260,DTL,B,34.1907855966002
ctvt,2169Tb,ENSCAFG00000014709,TXNDC16,B,26.9786667598173
ht_and_ctvt,2169Tb,ENSCAFG00000014709,TXNDC16,B,23.1500110810314
host,2169Tb,ENSCAFG00000014709,TXNDC16,A,3.81181055637772
ctvt,2169Tb,ENSCAFG00000014721,GPR137C,B,0.534231024946877
ht_only,2169Tb,ENSCAFG00000014721,GPR137C,B,0
ctvt,2169Tb,ENSCAFG00000014750,ERO1A,B,248.417426600298
ht_only,2169Tb,ENSCAFG00000014750,ERO1A,B,501.108701400171
ctvt,2169Tb,ENSCAFG00000046488,SMURF2,B,21.903472022822
ctvt,2169Tb,ENSCAFG00000003978,PGR,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000003978,PGR,A,0
ht_only,2169Tb,ENSCAFG00000003978,PGR,B,0
ctvt,2169Tb,ENSCAFG00000003991,ARHGAP42,B,53.4231024946877
ctvt,2169Tb,ENSCAFG00000047045,ENSCAFG00000047045,B,0
ctvt,2169Tb,ENSCAFG00000004018,CNTN5,B,0
ctvt,2169Tb,ENSCAFG00000024867,TRIM22,B,0
ctvt,2169Tb,ENSCAFG00000024867,TRIM22,A,0
ht_only,2169Tb,ENSCAFG00000024867,TRIM22,B,0
ctvt,2169Tb,ENSCAFG00000029611,OR52H9,A,0
ht_only,2169Tb,ENSCAFG00000029611,OR52H9,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000029611,OR52H9,A,0
host,2169Tb,ENSCAFG00000029611,OR52H9,B,1.27060351879257
ht_only,2169Tb,ENSCAFG00000041265,OR52H7,B,0
ctvt,2169Tb,ENSCAFG00000041265,OR52H7,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000041265,OR52H7,A,0
host,2169Tb,ENSCAFG00000041265,OR52H7,B,2.54120703758515
ctvt,2169Tb,ENSCAFG00000006276,OR52D3,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000006276,OR52D3,A,0
host,2169Tb,ENSCAFG00000006276,OR52D3,B,0
ht_only,2169Tb,ENSCAFG00000006276,OR52D3,B,0
ctvt,2169Tb,ENSCAFG00000043331,OR52U1,B,0
ctvt,2169Tb,ENSCAFG00000010238,ADCY2,B,1.06846204989375
host,2169Tb,ENSCAFG00000014222,ENSCAFG00000014222,B,5.08241407517029
ctvt,2651T,ENSCAFG00000000267,TNFAIP3,B,27.9251275102017
host,2651T,ENSCAFG00000000267,TNFAIP3,A,299.611679106326
host,2651T,ENSCAFG00000030892,PERP,B,15.7792886915555
ctvt,2651T,ENSCAFG00000030892,PERP,A,0
ctvt,2651T,ENSCAFG00000030892,PERP,B,0
host,2651T,ENSCAFG00000030892,PERP,A,0.584418099687242
ctvt,2651T,ENSCAFG00000000272,ARFGEF3,B,18.179618001577
host,2651T,ENSCAFG00000000272,ARFGEF3,A,19.0909912564499
ctvt,2651T,ENSCAFG00000000272,ARFGEF3,A,23.7595007545363
host,2651T,ENSCAFG00000000272,ARFGEF3,B,18.7013791899917
ctvt,2651T,ENSCAFG00000000274,HEBP2,B,64.7986384214626
host,2651T,ENSCAFG00000000274,HEBP2,A,18.7013791899917
ctvt,2651T,ENSCAFG00000000275,NHSL1,B,52.1089050639262
host,2651T,ENSCAFG00000000275,NHSL1,A,14.3182434423374
ctvt,2651T,ENSCAFG00000000275,NHSL1,A,31.3193419037069
host,2651T,ENSCAFG00000000275,NHSL1,B,8.18185339562138
ctvt,2651T,ENSCAFG00000000277,CCDC28A,B,57.2387972722919
host,2651T,ENSCAFG00000000277,CCDC28A,A,36.233922180609
ctvt,2651T,ENSCAFG00000046446,ECT2L,A,0.809982980268282
host,2651T,ENSCAFG00000046446,ECT2L,B,0
ctvt,2651T,ENSCAFG00000046446,ECT2L,B,9.17980710970719
host,2651T,ENSCAFG00000046446,ECT2L,A,0.584418099687242
ctvt,2651T,ENSCAFG00000000281,ABRACL,A,28.0794099826338
host,2651T,ENSCAFG00000000281,ABRACL,B,5.84418099687242
ctvt,2651T,ENSCAFG00000000281,ABRACL,B,218.155416018924
host,2651T,ENSCAFG00000000281,ABRACL,A,35.0650859812345
ctvt,2651T,ENSCAFG00000000282,HECA,B,76.6783887987307
host,2651T,ENSCAFG00000000282,HECA,A,43.2469393768559
ctvt,2651T,ENSCAFG00000000285,CITED2,B,59.9387405398529
host,2651T,ENSCAFG00000000285,CITED2,A,6.42859909655966
ctvt,2651T,ENSCAFG00000010274,CHI3L1,B,0
host,2651T,ENSCAFG00000010274,CHI3L1,B,4.67534479749793
ctvt,2651T,ENSCAFG00000010274,CHI3L1,A,0
ctvt,2651T,ENSCAFG00000010288,MYBPH,B,0
host,2651T,ENSCAFG00000010288,MYBPH,A,0
ctvt,2651T,ENSCAFG00000010298,ADORA1,B,0
host,2651T,ENSCAFG00000010298,ADORA1,A,0
ctvt,2651T,ENSCAFG00000010321,PPFIA4,B,51.1189258658205
ctvt,2651T,ENSCAFG00000010330,TMEM183A,B,179.996217837396
ctvt,2651T,ENSCAFG00000010333,ENSCAFG00000010333,B,2.69994326756094
ctvt,2651T,ENSCAFG00000010350,CYB5R1,B,0
ctvt,2651T,ENSCAFG00000010368,ADIPOR1,B,52.5588956085196
ctvt,2651T,ENSCAFG00000030897,RABIF,B,76.5433916353527
host,2651T,ENSCAFG00000030897,RABIF,A,42.6625212771686
ctvt,2651T,ENSCAFG00000010412,ENSCAFG00000010412,B,28.619398636146
host,2651T,ENSCAFG00000010412,ENSCAFG00000010412,A,8.18185339562138
ctvt,2651T,ENSCAFG00000030988,ENSCAFG00000030988,B,0
host,2651T,ENSCAFG00000030988,ENSCAFG00000030988,A,0
ctvt,2651T,ENSCAFG00000010452,KDM5B,B,95.25399847955
host,2651T,ENSCAFG00000010452,KDM5B,A,2.33767239874897
ctvt,2651T,ENSCAFG00000010497,PPP1R12B,B,40.4991490134141
host,2651T,ENSCAFG00000010497,PPP1R12B,A,23.3767239874897
ctvt,2651T,ENSCAFG00000010521,LGR6,B,0.419991174953924
host,2651T,ENSCAFG00000010521,LGR6,A,4.09092669781069
ctvt,2651T,ENSCAFG00000010521,LGR6,A,0
host,2651T,ENSCAFG00000010521,LGR6,B,2.62988144859259
ctvt,2651T,ENSCAFG00000010570,ENSCAFG00000010570,B,14.5796936448291
host,2651T,ENSCAFG00000010570,ENSCAFG00000010570,B,0.584418099687242
ctvt,2651T,ENSCAFG00000010570,ENSCAFG00000010570,A,13.2297220110486
ctvt,2651T,ENSCAFG00000010591,PTPN7,B,255.414633111265
host,2651T,ENSCAFG00000010591,PTPN7,A,18.7013791899917
ctvt,2651T,ENSCAFG00000025108,GPR37L1,B,0
ctvt,2651T,ENSCAFG00000010602,ELF3,B,5.09989283872622
host,2651T,ENSCAFG00000010602,ELF3,A,85.3250425543373
ctvt,2651T,ENSCAFG00000010602,ELF3,A,11.8797503772681
host,2651T,ENSCAFG00000010602,ELF3,B,77.1431891587159
ctvt,2651T,ENSCAFG00000010545,RNPEP,B,97.737946285706
ctvt,2651T,ENSCAFG00000010545,RNPEP,A,83.158252640877
host,2651T,ENSCAFG00000010545,RNPEP,B,70.130171962469
ctvt,2651T,ENSCAFG00000010612,TIMM17A,B,79.9183207198038
host,2651T,ENSCAFG00000010612,TIMM17A,A,18.7013791899917
ctvt,2651T,ENSCAFG00000043167,ENSCAFG00000043167,A,0.359992435674792
host,2651T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,2651T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
host,2651T,ENSCAFG00000043167,ENSCAFG00000043167,A,0
ctvt,2651T,ENSCAFG00000010649,IPO9,B,138.23709529912
ctvt,2651T,ENSCAFG00000010744,NAV1,B,56.8338057821578
ctvt,2651T,ENSCAFG00000010744,NAV1,A,101.517866860291
host,2651T,ENSCAFG00000010744,NAV1,B,174.156593706798
ctvt,2651T,ENSCAFG00000029227,CSRP1,B,1.07997730702438
ctvt,2651T,ENSCAFG00000029227,CSRP1,A,0
host,2651T,ENSCAFG00000029227,CSRP1,B,0
ctvt,2651T,ENSCAFG00000010798,TNNT2,B,0
host,2651T,ENSCAFG00000010798,TNNT2,B,0
ctvt,2651T,ENSCAFG00000030784,LAD1,B,0
host,2651T,ENSCAFG00000030784,LAD1,B,49.0911203737283
host,2651T,ENSCAFG00000010784,TNNI1,B,7.0130171962469
ctvt,2651T,ENSCAFG00000010784,TNNI1,B,0
ctvt,2651T,ENSCAFG00000032578,ENSCAFG00000032578,B,0
ctvt,2651T,ENSCAFG00000032627,ENSCAFG00000032627,B,0
host,2651T,ENSCAFG00000032627,ENSCAFG00000032627,A,0
host,2651T,ENSCAFG00000010884,CACNA1S,B,0
ctvt,2651T,ENSCAFG00000010884,CACNA1S,B,0.0981797551840342
host,2651T,ENSCAFG00000010884,CACNA1S,A,0
ctvt,2651T,ENSCAFG00000024839,KIF21B,B,20.1595763977884
host,2651T,ENSCAFG00000024839,KIF21B,B,21.0390515887407
ctvt,2651T,ENSCAFG00000024839,KIF21B,A,12.9597276842925
host,2651T,ENSCAFG00000024839,KIF21B,A,15.7792886915555
host,2651T,ENSCAFG00000029682,ENSCAFG00000029682,A,0
host,2651T,ENSCAFG00000029682,ENSCAFG00000029682,B,0
ctvt,2651T,ENSCAFG00000011082,CAMSAP2,B,46.4390242020482
host,2651T,ENSCAFG00000011120,DDX59,B,4.46282912488439
ctvt,2651T,ENSCAFG00000011120,DDX59,B,21.2395537048127
ctvt,2651T,ENSCAFG00000011120,DDX59,A,19.4395915264388
ctvt,2651T,ENSCAFG00000011140,KIF14,B,105.837776088389
host,2651T,ENSCAFG00000011140,KIF14,B,4.09092669781069
ctvt,2651T,ENSCAFG00000011151,ZNF281,B,168.476459895803
ctvt,2651T,ENSCAFG00000011176,NR5A2,B,0
ctvt,2651T,ENSCAFG00000042607,ENSCAFG00000042607,A,0
host,2651T,ENSCAFG00000042607,ENSCAFG00000042607,B,3.50650859812345
host,2651T,ENSCAFG00000011176,NR5A2,A,5.84418099687242
host,2651T,ENSCAFG00000011176,NR5A2,B,0
ctvt,2651T,ENSCAFG00000011339,LHX9,B,0.269994326756094
host,2651T,ENSCAFG00000011339,LHX9,A,0
ctvt,2651T,ENSCAFG00000032715,C7H1orf53,B,10.7997730702438
ctvt,2651T,ENSCAFG00000011342,ENSCAFG00000011342,A,2.96993759431703
host,2651T,ENSCAFG00000011342,ENSCAFG00000011342,B,0
host,2651T,ENSCAFG00000011353,DENND1B,A,0
ctvt,2651T,ENSCAFG00000011353,DENND1B,A,0
ctvt,2651T,ENSCAFG00000011353,DENND1B,B,120.237473515381
ctvt,2651T,ENSCAFG00000011365,CRB1,B,0.127056153767574
host,2651T,ENSCAFG00000011365,CRB1,B,0
host,2651T,ENSCAFG00000011365,CRB1,A,0
ctvt,2651T,ENSCAFG00000011403,ASPM,B,79.9652762548918
ctvt,2651T,ENSCAFG00000011403,ASPM,A,89.098127829511
host,2651T,ENSCAFG00000011403,ASPM,B,4.67534479749793
host,2651T,ENSCAFG00000011416,F13B,B,0
ctvt,2651T,ENSCAFG00000011416,F13B,B,0
host,2651T,ENSCAFG00000011416,F13B,A,0
ctvt,2651T,ENSCAFG00000029661,CFHR5,B,0
host,2651T,ENSCAFG00000029661,CFHR5,B,0
host,2651T,ENSCAFG00000011429,DYRK3,A,5.45456893041425
ctvt,2651T,ENSCAFG00000011429,DYRK3,B,34.404991352348
ctvt,2651T,ENSCAFG00000011429,DYRK3,A,27.719417546959
host,2651T,ENSCAFG00000011429,DYRK3,B,10.5195257943703
ctvt,2651T,ENSCAFG00000011443,IL10,B,66.9585930355113
ctvt,2651T,ENSCAFG00000011443,IL10,A,22.6795234475119
host,2651T,ENSCAFG00000011443,IL10,B,26.8832325856131
ctvt,2651T,ENSCAFG00000014787,ENSCAFG00000014787,B,1.07997730702438
ctvt,2651T,ENSCAFG00000014787,ENSCAFG00000014787,A,3.23993192107313
host,2651T,ENSCAFG00000014787,ENSCAFG00000014787,B,0
ctvt,2651T,ENSCAFG00000011450,IL19,B,0
host,2651T,ENSCAFG00000011450,IL19,A,0
host,2651T,ENSCAFG00000011450,IL19,B,2.33767239874897
ctvt,2651T,ENSCAFG00000011459,IL20,B,0
ctvt,2651T,ENSCAFG00000011466,IL24,B,0
host,2651T,ENSCAFG00000011466,IL24,A,0
ctvt,2651T,ENSCAFG00000011496,PIGR,B,0.154282472432054
host,2651T,ENSCAFG00000011496,PIGR,A,6.42859909655966
ctvt,2651T,ENSCAFG00000011518,FCAMR,A,0.107997730702438
ctvt,2651T,ENSCAFG00000011518,FCAMR,B,0
host,2651T,ENSCAFG00000011523,C7H1orf116,A,15.7792886915555
ctvt,2651T,ENSCAFG00000011523,C7H1orf116,B,2.37595007545363
host,2651T,ENSCAFG00000011523,C7H1orf116,B,21.818275721657
ctvt,2651T,ENSCAFG00000011526,YOD1,B,44.2790695879994
host,2651T,ENSCAFG00000011550,PFKFB2,B,29.2209049843621
ctvt,2651T,ENSCAFG00000025093,C4BPB,B,0
ctvt,2651T,ENSCAFG00000024748,CD55,B,0
host,2651T,ENSCAFG00000024748,CD55,A,17.8247520404609
host,2651T,ENSCAFG00000024748,CD55,B,30.3897411837366
ctvt,2651T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
host,2651T,ENSCAFG00000045372,ENSCAFG00000045372,A,1.16883619937448
ctvt,2651T,ENSCAFG00000046356,ENSCAFG00000046356,B,0
host,2651T,ENSCAFG00000046356,ENSCAFG00000046356,A,2.92209049843621
host,2651T,ENSCAFG00000046356,ENSCAFG00000046356,B,3.21429954827983
ctvt,2651T,ENSCAFG00000046356,ENSCAFG00000046356,A,0
ctvt,2651T,ENSCAFG00000011630,ENSCAFG00000011630,B,6.85785589960479
host,2651T,ENSCAFG00000011630,ENSCAFG00000011630,A,14.8052585254101
ctvt,2651T,ENSCAFG00000014256,ENSCAFG00000014256,B,0.719984871349584
ctvt,2651T,ENSCAFG00000025063,ENSCAFG00000025063,B,266.754394835021
ctvt,2651T,ENSCAFG00000011722,CD34,B,0.647986384214626
host,2651T,ENSCAFG00000011756,PLXNA2,A,14.5269641922257
ctvt,2651T,ENSCAFG00000011756,PLXNA2,B,0.59998739279132
host,2651T,ENSCAFG00000011756,PLXNA2,B,18.4676119501168
ctvt,2651T,ENSCAFG00000011756,PLXNA2,A,0
ctvt,2651T,ENSCAFG00000011909,CAMK1G,B,0.359992435674792
ctvt,2651T,ENSCAFG00000011909,CAMK1G,A,1.07997730702438
ctvt,2651T,ENSCAFG00000011913,LAMB3,A,1.61996596053656
ctvt,2651T,ENSCAFG00000011913,LAMB3,B,2.03995713549049
ctvt,2651T,ENSCAFG00000030095,G0S2,B,2.69994326756094
host,2651T,ENSCAFG00000030095,G0S2,A,79.4808615574649
ctvt,2651T,ENSCAFG00000011925,HSD11B1,A,1.07997730702438
host,2651T,ENSCAFG00000011925,HSD11B1,B,0
ctvt,2651T,ENSCAFG00000011943,TRAF3IP3,A,98.8179235927304
host,2651T,ENSCAFG00000011943,TRAF3IP3,B,40.9092669781069
ctvt,2651T,ENSCAFG00000030526,C7H1orf74,B,96.1179803251695
host,2651T,ENSCAFG00000030526,C7H1orf74,B,12.8571981931193
ctvt,2651T,ENSCAFG00000011971,IRF6,B,5.12989220836579
host,2651T,ENSCAFG00000011971,IRF6,A,43.2469393768559
ctvt,2651T,ENSCAFG00000011997,UTP25,B,71.2785022636088
host,2651T,ENSCAFG00000011997,UTP25,A,35.0650859812345
ctvt,2651T,ENSCAFG00000012004,ENSCAFG00000012004,B,33.8392889534305
ctvt,2651T,ENSCAFG00000012024,SYT14,B,67.1385892533487
ctvt,2651T,ENSCAFG00000012024,SYT14,A,47.7889958358286
host,2651T,ENSCAFG00000012024,SYT14,B,0
ctvt,2651T,ENSCAFG00000031193,SERTAD4,B,8.09982980268282
host,2651T,ENSCAFG00000031193,SERTAD4,A,16.3637067912428
host,2651T,ENSCAFG00000012038,HHAT,A,7.88964434577776
ctvt,2651T,ENSCAFG00000012038,HHAT,B,14.4896955359104
host,2651T,ENSCAFG00000012038,HHAT,B,3.50650859812345
ctvt,2651T,ENSCAFG00000012077,KCNH1,B,7.01985249565844
host,2651T,ENSCAFG00000012077,KCNH1,B,4.67534479749793
host,2651T,ENSCAFG00000012077,KCNH1,A,6.42859909655966
ctvt,2651T,ENSCAFG00000012107,RCOR3,B,61.1987140647146
host,2651T,ENSCAFG00000012107,RCOR3,B,2.33767239874897
host,2651T,ENSCAFG00000012120,TRAF5,B,5.84418099687242
ctvt,2651T,ENSCAFG00000028996,ENSCAFG00000028996,B,0.539988653512188
host,2651T,ENSCAFG00000028996,ENSCAFG00000028996,B,0
ctvt,2651T,ENSCAFG00000012155,LPGAT1,B,35.6392511318044
host,2651T,ENSCAFG00000012155,LPGAT1,B,60.7794823674731
ctvt,2651T,ENSCAFG00000012155,LPGAT1,A,0
ctvt,2651T,ENSCAFG00000012176,INTS7,A,61.0187178468772
host,2651T,ENSCAFG00000012176,INTS7,B,6.31171547662221
ctvt,2651T,ENSCAFG00000012176,INTS7,B,63.7186611144382
ctvt,2651T,ENSCAFG00000012260,DTL,B,63.178672460926
host,2651T,ENSCAFG00000014709,TXNDC16,A,9.35068959499587
ctvt,2651T,ENSCAFG00000014709,TXNDC16,B,8.63981845619501
